Año,Mes,Estación_Nominal,Estación_Ordinal,Periodo,Fecha,Provincia,Tipo alojamiento,Subtipo alojamiento,Viajeros,Viajeros españoles,Viajeros extranjeros,Pernoctaciones,Pernoctaciones españoles,Pernoctaciones extranjeros,Grado ocupación,Estancia media,provincia_abreviado,Estancia media españoles,Estancia media extranjeros
2000,Junio,Verano,2,Mensual,2000-06,Soria,Camping,Camping,2402,1195,1207,3057,1797,1260,2.97,1.27,SO,1.50,1.49
2000,Junio,Verano,2,Mensual,2000-06,Soria,Todos alojamientos,Todos,21689,18588,3101,32355,28305,4050,15.57,1.49,SO,1.52,9.13
2000,Junio,Verano,2,Mensual,2000-06,Soria,Turismo rural,Turismo rural,1379,1350,30,2363,2317,46,18.89,1.71,SO,1.72,0.08
2000,Junio,Verano,2,Mensual,2000-06,Valladolid,Camping,Camping,2098,1281,817,4007,2624,1384,11.15,1.91,VA,2.05,0.00
2000,Junio,Verano,2,Mensual,2000-06,Valladolid,Todos alojamientos,Todos,46289,35265,11024,75892,60294,15598,36.47,1.64,VA,1.71,5.47
2000,Junio,Verano,2,Mensual,2000-06,Valladolid,Turismo rural,Turismo rural,260,246,14,479,465,14,7.75,1.84,VA,1.89,33.21
2000,Junio,Verano,2,Mensual,2000-06,Zamora,Camping,Camping,594,289,305,2068,1308,760,1.92,3.48,ZA,0.00,0.00
2000,Junio,Verano,2,Mensual,2000-06,Zamora,Todos alojamientos,Todos,20679,16717,3962,33992,28681,5310,15.84,1.64,ZA,1.72,7.24
2000,Junio,Verano,2,Mensual,2000-06,Zamora,Turismo rural,Turismo rural,567,538,28,1379,1324,55,17.68,2.43,ZA,0.00,0.05
2019,Enero,,Otro,Mensual,2019-01,Burgos,Hoteles,,,,,,,,,,,,
2019,Enero,,Otro,Mensual,2019-01,Palencia,Hoteles,,,,,,,,,,,,
2019,Enero,,Otro,Mensual,2019-01,Valladolid,Hoteles,,,,,,,,,,,,
2019,Enero,,Otro,Mensual,2019-01,Ávila,Hoteles,,,,,,,,,,,,
2019,Enero,,Otro,Mensual,2019-01,Burgos,Hoteles,,,,,,,,,,,,
2019,Enero,,Otro,Mensual,2019-01,Palencia,Hoteles,,,,,,,,,,,,
2019,Enero,,Otro,Mensual,2019-01,Salamanca,Hoteles,,,,,,,,,,,,
2019,Enero,,Otro,Mensual,2019-01,Segovia,Hoteles,,,,,,,,,,,,
2000,Julio,Verano,2,Mensual,2000-07,Ávila,Camping,Camping,12839,12463,376,26609,25509,1101,13.22,2.07,AV,2.05,0.07
2000,Julio,Verano,2,Mensual,2000-07,Ávila,Todos alojamientos,Todos,53857,47006,6851,98646,84345,14301,28.11,1.83,AV,1.79,12.31
2000,Julio,Verano,2,Mensual,2000-07,Ávila,Turismo rural,Turismo rural,3107,3066,41,7413,7362,50,31.18,2.39,AV,2.40,0.18
2000,Julio,Verano,2,Mensual,2000-07,Burgos,Camping,Camping,10352,7516,2836,37531,31884,5647,16.36,3.63,BU,4.24,11.24
2000,Julio,Verano,2,Mensual,2000-07,Burgos,Todos alojamientos,Todos,105381,74774,30607,167185,125309,41876,34.46,1.59,BU,1.68,4.09
2000,Julio,Verano,2,Mensual,2000-07,Burgos,Turismo rural,Turismo rural,3352,2845,506,7200,6214,985,27.85,2.15,BU,2.18,0.01
2000,Julio,Verano,2,Mensual,2000-07,León,Camping,Camping,9965,7440,2525,53308,44245,9063,21.65,5.35,LE,5.95,17.52
2000,Julio,Verano,2,Mensual,2000-07,León,Todos alojamientos,Todos,106177,82890,23287,194508,160958,33550,34.04,1.83,LE,1.94,6.91
2000,Julio,Verano,2,Mensual,2000-07,León,Turismo rural,Turismo rural,4519,4317,202,11033,10649,384,30.71,2.44,LE,2.47,0.05
2000,Julio,Verano,2,Mensual,2000-07,Palencia,Camping,Camping,3935,3402,533,8864,7771,1093,17.23,2.25,PA,2.28,0.01
2000,Julio,Verano,2,Mensual,2000-07,Palencia,Todos alojamientos,Todos,41771,34668,7103,69510,59441,10069,40.33,1.66,PA,1.71,8.37
2019,Febrero,,Otro,Mensual,2019-02,Burgos,Hoteles,,,,,,,,,,,,
2019,Febrero,,Otro,Mensual,2019-02,Zamora,Hoteles,,,,,,,,,,,,
2019,Febrero,,Otro,Mensual,2019-02,Ávila,Hoteles,,,,,,,,,,,,
2019,Febrero,,Otro,Mensual,2019-02,León,Hoteles,,,,,,,,,,,,
2019,Febrero,,Otro,Mensual,2019-02,Salamanca,Hoteles,,,,,,,,,,,,
2019,Febrero,,Otro,Mensual,2019-02,Zamora,Hoteles,,,,,,,,,,,,
2000,Julio,Verano,2,Mensual,2000-07,Palencia,Turismo rural,Turismo rural,3080,2780,300,9636,8059,1577,43.35,3.13,PA,2.90,0.03
2000,Julio,Verano,2,Mensual,2000-07,Salamanca,Camping,Camping,8286,4285,4000,23988,10446,13542,12.83,2.9,SA,2.44,2.61
2000,Julio,Verano,2,Mensual,2000-07,Salamanca,Todos alojamientos,Todos,89359,63955,25403,161811,122820,38991,33.92,1.81,SA,1.92,4.83
2000,Julio,Verano,2,Mensual,2000-07,Salamanca,Turismo rural,Turismo rural,2488,2397,91,8152,7567,586,30.12,3.28,SA,3.16,0.08
2000,Julio,Verano,2,Mensual,2000-07,Segovia,Camping,Camping,1784,820,963,8699,2220,6479,19.8,4.88,SE,0.00,0.00
2000,Julio,Verano,2,Mensual,2000-07,Segovia,Todos alojamientos,Todos,47836,36157,11678,73495,51738,21758,40.85,1.54,SE,1.43,4.43
2000,Julio,Verano,2,Mensual,2000-07,Segovia,Turismo rural,Turismo rural,2327,2170,157,4963,4678,285,30.67,2.13,SE,2.16,0.03
2000,Julio,Verano,2,Mensual,2000-07,Soria,Camping,Camping,5740,4898,842,15691,13576,2115,13.06,2.73,SO,2.77,0.02
2000,Julio,Verano,2,Mensual,2000-07,Soria,Todos alojamientos,Todos,37511,34088,3423,62806,57164,5641,27.22,1.67,SO,1.68,16.70
2000,Julio,Verano,2,Mensual,2000-07,Soria,Turismo rural,Turismo rural,2098,2020,78,5427,5279,149,41.39,2.59,SO,2.61,0.07
2000,Julio,Verano,2,Mensual,2000-07,Valladolid,Camping,Camping,4710,1311,3399,9325,3352,5973,21.24,1.98,VA,2.56,0.99
2000,Julio,Verano,2,Mensual,2000-07,Valladolid,Todos alojamientos,Todos,56997,44323,12674,94643,74974,19669,41.87,1.66,VA,1.69,5.92
2000,Julio,Verano,2,Mensual,2000-07,Valladolid,Turismo rural,Turismo rural,555,505,50,878,786,92,13.75,1.58,VA,1.56,15.72
2000,Julio,Verano,2,Mensual,2000-07,Zamora,Camping,Camping,10430,8869,1561,25298,22806,2492,21.1,2.43,ZA,2.57,14.61
2000,Julio,Verano,2,Mensual,2000-07,Zamora,Todos alojamientos,Todos,46377,41207,5170,74859,68417,6442,32.51,1.61,ZA,1.66,13.23
2000,Julio,Verano,2,Mensual,2000-07,Zamora,Turismo rural,Turismo rural,550,516,34,2233,2181,52,26.68,4.06,ZA,0.00,0.06
2000,Agosto,Verano,2,Mensual,2000-08,Ávila,Camping,Camping,13903,12710,1194,42737,40284,2454,19.36,3.07,AV,3.17,33.74
2000,Agosto,Verano,2,Mensual,2000-08,Ávila,Todos alojamientos,Todos,65564,56186,9378,139802,125176,14626,37.57,2.13,AV,2.23,13.35
2000,Agosto,Verano,2,Mensual,2000-08,Ávila,Turismo rural,Turismo rural,3112,2905,207,15326,14168,1158,60.36,4.92,AV,4.88,0.07
2000,Agosto,Verano,2,Mensual,2000-08,Burgos,Camping,Camping,13851,9634,4217,48633,36498,12136,21.2,3.51,BU,3.79,8.65
2000,Agosto,Verano,2,Mensual,2000-08,Burgos,Todos alojamientos,Todos,134970,94088,40882,230495,171254,59241,47.31,1.71,BU,1.82,4.19
2019,Marzo,,Otro,Mensual,2019-03,Palencia,Hoteles,,,,,,,,,,,,
2019,Marzo,,Otro,Mensual,2019-03,Salamanca,Hoteles,,,,,,,,,,,,
2019,Marzo,,Otro,Mensual,2019-03,Segovia,Hoteles,,,,,,,,,,,,
2019,Marzo,,Otro,Mensual,2019-03,Valladolid,Hoteles,,,,,,,,,,,,
2019,Marzo,,Otro,Mensual,2019-03,Ávila,Hoteles,,,,,,,,,,,,
2019,Marzo,,Otro,Mensual,2019-03,Burgos,Hoteles,,,,,,,,,,,,
2019,Marzo,,Otro,Mensual,2019-03,Salamanca,Hoteles,,,,,,,,,,,,
2019,Marzo,,Otro,Mensual,2019-03,Valladolid,Hoteles,,,,,,,,,,,,
2000,Agosto,Verano,2,Mensual,2000-08,Burgos,Turismo rural,Turismo rural,4620,4373,247,13791,13167,624,52.27,2.99,BU,3.01,0.05
2000,Agosto,Verano,2,Mensual,2000-08,León,Camping,Camping,17568,13724,3844,62995,54985,8011,25.27,3.59,LE,4.01,14.30
2000,Agosto,Verano,2,Mensual,2000-08,León,Todos alojamientos,Todos,160857,131084,29773,287162,249071,38091,49.94,1.79,LE,1.90,8.37
2000,Agosto,Verano,2,Mensual,2000-08,León,Turismo rural,Turismo rural,7893,7675,217,28045,27035,1010,76.34,3.55,LE,3.52,0.12
2000,Agosto,Verano,2,Mensual,2000-08,Palencia,Camping,Camping,5874,4550,1324,11248,8875,2373,21.87,1.91,PA,1.95,6.70
2000,Agosto,Verano,2,Mensual,2000-08,Palencia,Todos alojamientos,Todos,48666,41654,7011,97490,85204,12286,56.11,2,PA,2.05,12.15
2000,Agosto,Verano,2,Mensual,2000-08,Palencia,Turismo rural,Turismo rural,4009,3771,238,16267,15741,526,70.63,4.06,PA,4.17,0.07
2000,Agosto,Verano,2,Mensual,2000-08,Salamanca,Camping,Camping,14361,6752,7609,35813,16638,19176,19.16,2.49,SA,2.46,2.19
2000,Agosto,Verano,2,Mensual,2000-08,Salamanca,Todos alojamientos,Todos,117589,86277,31312,229058,175940,53118,47.89,1.95,SA,2.04,5.62
2000,Agosto,Verano,2,Mensual,2000-08,Salamanca,Turismo rural,Turismo rural,3158,2985,174,15420,13661,1759,55.64,4.88,SA,4.58,0.08
2000,Agosto,Verano,2,Mensual,2000-08,Segovia,Camping,Camping,3802,2971,831,10457,8553,1904,23.81,2.75,SE,2.88,0.01
2019,Abril,,Otro,Mensual,2019-04,Burgos,Hoteles,,,,,,,,,,,,
2019,Abril,,Otro,Mensual,2019-04,Salamanca,Hoteles,,,,,,,,,,,,
2019,Abril,,Otro,Mensual,2019-04,Segovia,Hoteles,,,,,,,,,,,,
2019,Abril,,Otro,Mensual,2019-04,Zamora,Hoteles,,,,,,,,,,,,
2019,Abril,,Otro,Mensual,2019-04,Zamora,Hoteles,,,,,,,,,,,,
2000,Agosto,Verano,2,Mensual,2000-08,Segovia,Todos alojamientos,Todos,62509,52359,10150,106137,90482,15655,58.72,1.7,SE,1.73,8.91
2000,Agosto,Verano,2,Mensual,2000-08,Segovia,Turismo rural,Turismo rural,2153,1981,172,7830,7308,522,47.3,3.64,SE,3.69,0.04
2000,Agosto,Verano,2,Mensual,2000-08,Soria,Camping,Camping,9730,8084,1646,40071,36268,3802,33.35,4.12,SO,4.49,22.03
2000,Agosto,Verano,2,Mensual,2000-08,Soria,Todos alojamientos,Todos,50823,45789,5035,113776,104282,9494,48.79,2.24,SO,2.28,20.71
2000,Agosto,Verano,2,Mensual,2000-08,Soria,Turismo rural,Turismo rural,2205,2159,46,8893,8729,164,67.82,4.03,SO,4.04,0.19
2000,Agosto,Verano,2,Mensual,2000-08,Valladolid,Camping,Camping,7171,2600,4572,12851,6373,6478,29.27,1.79,VA,2.45,1.39
2000,Agosto,Verano,2,Mensual,2000-08,Valladolid,Todos alojamientos,Todos,65370,48078,17292,111100,87139,23961,49.15,1.7,VA,1.81,5.04
2000,Agosto,Verano,2,Mensual,2000-08,Valladolid,Turismo rural,Turismo rural,468,455,13,2073,2060,13,32.45,4.43,VA,0.00,0.16
2000,Agosto,Verano,2,Mensual,2000-08,Zamora,Camping,Camping,13744,12347,1397,40792,37223,3569,34.02,2.97,ZA,3.01,26.64
2000,Agosto,Verano,2,Mensual,2000-08,Zamora,Todos alojamientos,Todos,57808,49816,7991,110975,98555,12420,47.97,1.92,ZA,1.98,12.33
2000,Agosto,Verano,2,Mensual,2000-08,Zamora,Turismo rural,Turismo rural,1666,1489,177,3973,3718,255,42.16,2.38,ZA,2.50,0.02
2000,Septiembre,Otoño,3,Mensual,2000-09,Ávila,Camping,Camping,4519,3938,581,7876,6950,925,5.94,1.74,AV,1.76,0.01
2000,Septiembre,Otoño,3,Mensual,2000-09,Ávila,Todos alojamientos,Todos,54564,45608,8956,71374,60458,10917,25.48,1.31,AV,1.33,6.75
2000,Septiembre,Otoño,3,Mensual,2000-09,Ávila,Turismo rural,Turismo rural,4033,4027,6,6015,6009,6,23.53,1.49,AV,1.49,1.00
2000,Septiembre,Otoño,3,Mensual,2000-09,Burgos,Camping,Camping,16707,9258,7450,22106,13608,8499,12.43,1.32,BU,1.47,1.83
2000,Septiembre,Otoño,3,Mensual,2000-09,Burgos,Todos alojamientos,Todos,93616,65441,28175,122666,90345,32321,28.52,1.31,BU,1.38,3.21
2000,Septiembre,Otoño,3,Mensual,2000-09,Burgos,Turismo rural,Turismo rural,2772,2663,108,4640,4506,134,18.05,1.67,BU,1.69,0.04
2019,Mayo,,Otro,Mensual,2019-05,Ávila,Hoteles,,,,,,,,,,,,
2019,Mayo,,Otro,Mensual,2019-05,Burgos,Hoteles,,,,,,,,,,,,
2019,Mayo,,Otro,Mensual,2019-05,León,Hoteles,,,,,,,,,,,,
2019,Mayo,,Otro,Mensual,2019-05,Salamanca,Hoteles,,,,,,,,,,,,
2019,Mayo,,Otro,Mensual,2019-05,Segovia,Hoteles,,,,,,,,,,,,
2019,Mayo,,Otro,Mensual,2019-05,Soria,Hoteles,,,,,,,,,,,,
2019,Mayo,,Otro,Mensual,2019-05,Valladolid,Hoteles,,,,,,,,,,,,
2019,Mayo,,Otro,Mensual,2019-05,León,Hoteles,,,,,,,,,,,,
2000,Septiembre,Otoño,3,Mensual,2000-09,León,Camping,Camping,2192,1867,325,5147,3350,1797,3.83,2.35,LE,1.79,0.01
2000,Septiembre,Otoño,3,Mensual,2000-09,León,Todos alojamientos,Todos,88023,69946,18077,130495,105266,25229,28.95,1.48,LE,1.50,5.82
2000,Septiembre,Otoño,3,Mensual,2000-09,León,Turismo rural,Turismo rural,4087,3943,144,9139,8885,254,25.2,2.24,LE,2.25,0.06
2000,Septiembre,Otoño,3,Mensual,2000-09,Palencia,Camping,Camping,796,630,166,1178,974,205,2.92,1.48,PA,1.55,5.87
2000,Septiembre,Otoño,3,Mensual,2000-09,Palencia,Todos alojamientos,Todos,28126,22754,5372,49906,42741,7165,31.35,1.77,PA,1.88,7.96
2000,Septiembre,Otoño,3,Mensual,2000-09,Palencia,Turismo rural,Turismo rural,2802,2582,219,5369,4992,377,23.67,1.92,PA,1.93,0.02
2000,Septiembre,Otoño,3,Mensual,2000-09,Salamanca,Camping,Camping,1282,734,548,3086,1208,1878,1.94,2.41,SA,0.00,0.00
2000,Septiembre,Otoño,3,Mensual,2000-09,Salamanca,Todos alojamientos,Todos,73140,56209,16931,141207,111817,29390,32,1.93,SA,1.99,6.60
2000,Septiembre,Otoño,3,Mensual,2000-09,Salamanca,Turismo rural,Turismo rural,1843,1754,89,4740,4238,502,17.52,2.57,SA,2.42,0.05
2000,Septiembre,Otoño,3,Mensual,2000-09,Segovia,Camping,Camping,2460,1819,641,2592,1859,733,10.77,1.05,SE,1.02,0.00
2000,Septiembre,Otoño,3,Mensual,2000-09,Segovia,Todos alojamientos,Todos,51981,33554,18427,72751,51301,21450,46.49,1.4,SE,1.53,2.78
2000,Septiembre,Otoño,3,Mensual,2000-09,Segovia,Turismo rural,Turismo rural,1608,1545,63,3094,3006,88,19.31,1.92,SE,1.95,0.05
2000,Septiembre,Otoño,3,Mensual,2000-09,Soria,Camping,Camping,934,594,340,2037,1698,340,2.53,2.18,SO,0.00,0.00
2000,Septiembre,Otoño,3,Mensual,2000-09,Soria,Todos alojamientos,Todos,23052,20602,2450,40609,36540,4069,21.68,1.76,SO,1.77,14.91
2000,Septiembre,Otoño,3,Mensual,2000-09,Soria,Turismo rural,Turismo rural,1879,1850,28,3679,3630,49,28.99,1.96,SO,1.96,0.13
2000,Septiembre,Otoño,3,Mensual,2000-09,Valladolid,Camping,Camping,1955,795,1161,3805,2105,1701,9.49,1.95,VA,0.00,1.81
2000,Septiembre,Otoño,3,Mensual,2000-09,Valladolid,Todos alojamientos,Todos,58143,44535,13608,90471,72295,18176,41.44,1.56,VA,1.62,5.31
2019,Junio,,Otro,Mensual,2019-06,Burgos,Hoteles,,,,,,,,,,,,
2019,Junio,,Otro,Mensual,2019-06,Burgos,Hoteles,,,,,,,,,,,,
2019,Junio,,Otro,Mensual,2019-06,Segovia,Hoteles,,,,,,,,,,,,
2019,Junio,,Otro,Mensual,2019-06,Valladolid,Hoteles,,,,,,,,,,,,
2019,Junio,,Otro,Mensual,2019-06,Zamora,Hoteles,,,,,,,,,,,,
2000,Septiembre,Otoño,3,Mensual,2000-09,Valladolid,Turismo rural,Turismo rural,345,332,13,500,487,13,7.54,1.45,VA,1.47,37.46
2000,Septiembre,Otoño,3,Mensual,2000-09,Zamora,Camping,Camping,1706,1552,154,3370,2944,426,4.59,1.97,ZA,1.90,0.02
2000,Septiembre,Otoño,3,Mensual,2000-09,Zamora,Todos alojamientos,Todos,35209,30711,4498,48611,43000,5611,26.83,1.38,ZA,1.40,9.56
2000,Septiembre,Otoño,3,Mensual,2000-09,Zamora,Turismo rural,Turismo rural,780,709,71,2030,1959,71,22.26,2.6,ZA,0.00,0.03
2000,Octubre,Otoño,3,Mensual,2000-10,Ávila,Camping,Camping,1281,1271,10,2449,2440,10,2.69,1.91,AV,1.92,0.24
2000,Octubre,Otoño,3,Mensual,2000-10,Ávila,Todos alojamientos,Todos,44102,35286,8816,61918,51171,10747,25.35,1.4,AV,1.45,5.80
2000,Octubre,Otoño,3,Mensual,2000-10,Ávila,Turismo rural,Turismo rural,2389,2366,23,5450,5390,60,19.89,2.28,AV,2.28,0.23
2000,Octubre,Otoño,3,Mensual,2000-10,Burgos,Camping,Camping,1693,665,1028,2475,1306,1169,2.45,1.46,BU,0.00,1.27
2000,Octubre,Otoño,3,Mensual,2000-10,Burgos,Todos alojamientos,Todos,85031,66340,18691,107673,85429,22245,29.6,1.27,BU,1.29,4.57
2000,Octubre,Otoño,3,Mensual,2000-10,Burgos,Turismo rural,Turismo rural,2443,2305,138,4536,4367,169,16.57,1.86,BU,1.89,0.03
2000,Octubre,Otoño,3,Mensual,2000-10,León,Camping,Camping,466,453,14,1169,1144,25,2.78,2.51,LE,0.00,0.08
2000,Octubre,Otoño,3,Mensual,2000-10,León,Todos alojamientos,Todos,75957,66740,9218,108482,96714,11768,29.3,1.43,LE,1.45,10.49
2000,Octubre,Otoño,3,Mensual,2000-10,León,Turismo rural,Turismo rural,2880,2833,47,6067,5975,91,15.57,2.11,LE,2.11,0.13
2000,Octubre,Otoño,3,Mensual,2000-10,Palencia,Camping,Camping,176,166,10,352,332,20,1.09,2,PA,2.00,33.20
2000,Octubre,Otoño,3,Mensual,2000-10,Palencia,Todos alojamientos,Todos,24429,21110,3319,42576,37409,5167,27.17,1.74,PA,1.77,11.27
2019,Julio,,Otro,Mensual,2019-07,León,Hoteles,,,,,,,,,,,,
2019,Julio,,Otro,Mensual,2019-07,Palencia,Hoteles,,,,,,,,,,,,
2019,Julio,,Otro,Mensual,2019-07,Segovia,Hoteles,,,,,,,,,,,,
2019,Julio,,Otro,Mensual,2019-07,Valladolid,Hoteles,,,,,,,,,,,,
2019,Julio,,Otro,Mensual,2019-07,Zamora,Hoteles,,,,,,,,,,,,
2019,Julio,,Otro,Mensual,2019-07,Ávila,Hoteles,,,,,,,,,,,,
2019,Julio,,Otro,Mensual,2019-07,Segovia,Hoteles,,,,,,,,,,,,
2000,Octubre,Otoño,3,Mensual,2000-10,Palencia,Turismo rural,Turismo rural,2808,2739,69,5253,5122,131,21.45,1.87,PA,1.87,0.07
2000,Octubre,Otoño,3,Mensual,2000-10,Salamanca,Camping,Camping,662,488,173,1913,1725,188,2.06,2.89,SA,0.00,0.01
2000,Octubre,Otoño,3,Mensual,2000-10,Salamanca,Todos alojamientos,Todos,85454,63206,22248,144126,114643,29483,37.3,1.69,SA,1.81,5.15
2000,Octubre,Otoño,3,Mensual,2000-10,Salamanca,Turismo rural,Turismo rural,2430,2378,52,5344,5145,199,18.48,2.2,SA,2.16,0.10
2000,Octubre,Otoño,3,Mensual,2000-10,Segovia,Camping,Camping,0,0,0,0,0,0,0,0,SE,,
2000,Octubre,Otoño,3,Mensual,2000-10,Segovia,Todos alojamientos,Todos,45635,35906,9729,64601,51218,13382,47.21,1.42,SE,1.43,5.26
2000,Octubre,Otoño,3,Mensual,2000-10,Segovia,Turismo rural,Turismo rural,1759,1728,31,3908,3866,42,23.61,2.22,SE,2.24,0.12
2000,Octubre,Otoño,3,Mensual,2000-10,Soria,Camping,Camping,118,84,34,129,95,34,0.85,1.09,SO,1.13,2.79
2000,Octubre,Otoño,3,Mensual,2000-10,Soria,Todos alojamientos,Todos,23524,21283,2241,39367,35151,4216,30.27,1.67,SO,1.65,15.69
2000,Octubre,Otoño,3,Mensual,2000-10,Soria,Turismo rural,Turismo rural,1986,1954,32,4209,4168,41,28.29,2.12,SO,2.13,0.13
2000,Octubre,Otoño,3,Mensual,2000-10,Valladolid,Camping,Camping,503,190,313,671,350,321,2.63,1.33,VA,1.84,1.12
2000,Octubre,Otoño,3,Mensual,2000-10,Valladolid,Todos alojamientos,Todos,53505,43981,9524,82048,68498,13551,39.49,1.53,VA,1.56,7.19
2000,Octubre,Otoño,3,Mensual,2000-10,Valladolid,Turismo rural,Turismo rural,395,370,25,713,686,27,10.14,1.81,VA,1.85,27.44
2000,Octubre,Otoño,3,Mensual,2000-10,Zamora,Camping,Camping,253,236,17,253,236,17,0.45,1,ZA,1.00,13.88
2019,Agosto,,Otro,Mensual,2019-08,Ávila,Hoteles,,,,,,,,,,,,
2019,Agosto,,Otro,Mensual,2019-08,Burgos,Hoteles,,,,,,,,,,,,
2019,Agosto,,Otro,Mensual,2019-08,Salamanca,Hoteles,,,,,,,,,,,,
2019,Agosto,,Otro,Mensual,2019-08,Soria,Hoteles,,,,,,,,,,,,
2000,Octubre,Otoño,3,Mensual,2000-10,Zamora,Todos alojamientos,Todos,26849,24514,2334,36880,33757,3123,21.89,1.37,ZA,1.38,14.46
2000,Octubre,Otoño,3,Mensual,2000-10,Zamora,Turismo rural,Turismo rural,524,519,5,1059,1054,5,9.87,2.02,ZA,0.00,0.21
2000,Noviembre,Otoño,3,Mensual,2000-11,Ávila,Camping,Camping,1017,1012,5,2377,2370,7,2.14,2.34,AV,2.34,0.47
2000,Noviembre,Otoño,3,Mensual,2000-11,Ávila,Todos alojamientos,Todos,29782,25359,4423,41697,36297,5400,15.94,1.4,AV,1.43,8.21
2000,Noviembre,Otoño,3,Mensual,2000-11,Ávila,Turismo rural,Turismo rural,2620,2591,29,5245,5190,55,18.78,2,AV,2.00,0.18
2000,Noviembre,Otoño,3,Mensual,2000-11,Burgos,Camping,Camping,310,252,58,4068,4010,58,3.13,13.12,BU,0.02,0.07
2000,Noviembre,Otoño,3,Mensual,2000-11,Burgos,Todos alojamientos,Todos,51915,42715,9200,81650,70499,11151,21.18,1.57,BU,1.65,7.66
2000,Noviembre,Otoño,3,Mensual,2000-11,Burgos,Turismo rural,Turismo rural,2178,2163,14,4108,4079,29,14.68,1.89,BU,1.89,0.29
2000,Noviembre,Otoño,3,Mensual,2000-11,León,Camping,Camping,465,465,0,627,627,0,1.28,1.35,LE,1.35,
2000,Noviembre,Otoño,3,Mensual,2000-11,León,Todos alojamientos,Todos,58033,53620,4413,85257,79882,5375,22.84,1.47,LE,1.49,18.10
2000,Noviembre,Otoño,3,Mensual,2000-11,León,Turismo rural,Turismo rural,2075,2032,43,3975,3903,72,9.41,1.92,LE,1.92,0.09
2000,Noviembre,Otoño,3,Mensual,2000-11,Palencia,Camping,Camping,144,138,6,278,271,6,1.15,1.93,PA,1.96,45.17
2000,Noviembre,Otoño,3,Mensual,2000-11,Palencia,Todos alojamientos,Todos,17837,16701,1137,34469,32744,1725,23.7,1.93,PA,1.96,28.80
2000,Noviembre,Otoño,3,Mensual,2000-11,Palencia,Turismo rural,Turismo rural,1816,1784,32,3628,3561,67,14.69,2,PA,2.00,0.11
2000,Noviembre,Otoño,3,Mensual,2000-11,Salamanca,Camping,Camping,225,88,136,542,284,258,0.68,2.41,SA,3.23,2.09
2000,Noviembre,Otoño,3,Mensual,2000-11,Salamanca,Todos alojamientos,Todos,57407,48171,9236,99259,85244,14015,27.16,1.73,SA,1.77,9.23
2000,Noviembre,Otoño,3,Mensual,2000-11,Salamanca,Turismo rural,Turismo rural,1766,1756,10,3494,3485,10,11.75,1.98,SA,1.98,0.35
2000,Noviembre,Otoño,3,Mensual,2000-11,Segovia,Camping,Camping,0,0,0,0,0,0,0,0,SE,,
2000,Noviembre,Otoño,3,Mensual,2000-11,Segovia,Todos alojamientos,Todos,36779,31279,5500,51483,44697,6785,38.88,1.4,SE,1.43,8.13
2000,Noviembre,Otoño,3,Mensual,2000-11,Segovia,Turismo rural,Turismo rural,1599,1585,14,3048,2996,52,19.03,1.91,SE,1.89,0.21
2000,Noviembre,Otoño,3,Mensual,2000-11,Soria,Camping,Camping,35,28,7,52,42,10,0.35,1.5,SO,1.50,6.00
2000,Noviembre,Otoño,3,Mensual,2000-11,Soria,Todos alojamientos,Todos,16086,15521,565,28105,27085,1020,22.33,1.75,SO,1.75,0.05
2019,Septiembre,,Otro,Mensual,2019-09,Palencia,Hoteles,,,,,,,,,,,,
2019,Septiembre,,Otro,Mensual,2019-09,Salamanca,Hoteles,,,,,,,,,,,,
2019,Septiembre,,Otro,Mensual,2019-09,Segovia,Hoteles,,,,,,,,,,,,
2019,Septiembre,,Otro,Mensual,2019-09,Soria,Hoteles,,,,,,,,,,,,
2019,Septiembre,,Otro,Mensual,2019-09,Burgos,Hoteles,,,,,,,,,,,,
2019,Septiembre,,Otro,Mensual,2019-09,Palencia,Hoteles,,,,,,,,,,,,
2019,Septiembre,,Otro,Mensual,2019-09,Salamanca,Hoteles,,,,,,,,,,,,
2019,Septiembre,,Otro,Mensual,2019-09,Soria,Hoteles,,,,,,,,,,,,
2019,Septiembre,,Otro,Mensual,2019-09,Valladolid,Hoteles,,,,,,,,,,,,
2000,Noviembre,Otoño,3,Mensual,2000-11,Soria,Turismo rural,Turismo rural,1631,1622,9,3332,3321,11,23.14,2.04,SO,2.05,0.37
2000,Noviembre,Otoño,3,Mensual,2000-11,Valladolid,Camping,Camping,211,77,134,328,192,136,1.33,1.55,VA,2.49,1.43
2000,Noviembre,Otoño,3,Mensual,2000-11,Valladolid,Todos alojamientos,Todos,44398,37677,6721,74783,63828,10955,37.13,1.68,VA,1.69,9.50
2000,Noviembre,Otoño,3,Mensual,2000-11,Valladolid,Turismo rural,Turismo rural,355,349,6,752,746,6,10.48,2.12,VA,2.14,124.33
2000,Noviembre,Otoño,3,Mensual,2000-11,Zamora,Camping,Camping,0,0,0,0,0,0,0,0,ZA,,
2000,Noviembre,Otoño,3,Mensual,2000-11,Zamora,Todos alojamientos,Todos,17556,16047,1509,26394,24653,1741,24.16,1.5,ZA,1.54,16.34
2000,Noviembre,Otoño,3,Mensual,2000-11,Zamora,Turismo rural,Turismo rural,523,517,7,1289,1282,7,12.24,2.46,ZA,0.00,0.18
2000,Diciembre,Invierno,4,Mensual,2000-12,Ávila,Camping,Camping,457,457,0,1178,1178,0,1.39,2.58,AV,0.00,
